_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,sentiment_gold,text,tokens,stemmed_tokens,lemmatized_tokens
623499127,False,finalized,3,12/12/2014 2:13,3,1.0,Tue Dec 09 11:10:03 +0000 2014,5.42e+17,#AAPL OR @Apple,,Top #iOS apps of 2014. @Apple names Elevate Brain Training as #1 iPhone app. http://t.co/tyRNmYGnDP,"['top', 'ios', 'apps', '2014', 'apple', 'names', 'elevate', 'brain', 'training', '1', 'iphone', 'app']","['top', 'io', 'app', '2014', 'appl', 'name', 'elev', 'brain', 'train', '1', 'iphon', 'app']","['top', 'io', 'apps', '2014', 'apple', 'name', 'elevate', 'brain', 'training', '1', 'iphone', 'app']"
623499128,False,finalized,3,12/12/2014 2:25,3,1.0,Tue Dec 09 11:10:10 +0000 2014,5.42e+17,#AAPL OR @Apple,,A Orwellian vision of the world once @Apple Pay takes over by @Chris_Skinner http://t.co/oEdBHAki1Z,"['orwellian', 'vision', 'world', 'apple', 'pay', 'takes', 'chris', 'skinner']","['orwellian', 'vision', 'world', 'appl', 'pay', 'take', 'chri', 'skinner']","['orwellian', 'vision', 'world', 'apple', 'pay', 'take', 'chris', 'skinner']"
623499129,False,finalized,3,12/11/2014 21:17,3,1.0,Tue Dec 09 11:10:54 +0000 2014,5.42e+17,#AAPL OR @Apple,,RT @Amdocs: Top #iOS apps of 2014. @Apple names Elevate Brain Training as #1 iPhone app. http://t.co/tyRNmYGnDP,"['rt', 'amdocs', 'top', 'ios', 'apps', '2014', 'apple', 'names', 'elevate', 'brain', 'training', '1', 'iphone', 'app']","['rt', 'amdoc', 'top', 'io', 'app', '2014', 'appl', 'name', 'elev', 'brain', 'train', '1', 'iphon', 'app']","['rt', 'amdocs', 'top', 'io', 'apps', '2014', 'apple', 'name', 'elevate', 'brain', 'training', '1', 'iphone', 'app']"
623499130,False,finalized,3,12/11/2014 22:25,1,1.0,Tue Dec 09 11:23:28 +0000 2014,5.42e+17,#AAPL OR @Apple,,How is my battery already 83% within 15 minutes of usage. Fix up @apple,"['battery', 'already', '83', 'within', '15', 'minutes', 'usage', 'fix', 'apple']","['batteri', 'alreadi', '83', 'within', '15', 'minut', 'usag', 'fix', 'appl']","['battery', 'already', '83', 'within', '15', 'minute', 'usage', 'fix', 'apple']"
623499131,False,finalized,6,12/12/2014 1:46,3,0.5111,Tue Dec 09 11:26:10 +0000 2014,5.42e+17,#AAPL OR @Apple,,It'd be real cute if I could sync music to my phone @apple @god :-),"['real', 'cute', 'could', 'sync', 'music', 'phone', 'apple', 'god']","['real', 'cute', 'could', 'sync', 'music', 'phone', 'appl', 'god']","['real', 'cute', 'could', 'sync', 'music', 'phone', 'apple', 'god']"
623499132,False,finalized,3,12/11/2014 19:03,3,0.6833,Tue Dec 09 11:30:05 +0000 2014,5.42e+17,#AAPL OR @Apple,,#AAPL:'Fast Money' Recap: Will Oil Companies Start Cutting Their Dividends?...http://t.co/6dEQ9drYwQ,"['aapl', 'fast', 'money', 'recap', 'oil', 'companies', 'start', 'cutting', 'dividends']","['aapl', 'fast', 'money', 'recap', 'oil', 'compani', 'start', 'cut', 'dividend']","['aapl', 'fast', 'money', 'recap', 'oil', 'company', 'start', 'cutting', 'dividend']"
623499133,False,finalized,3,12/12/2014 21:36,5,0.6884,Tue Dec 09 11:45:04 +0000 2014,5.42e+17,#AAPL OR @Apple,,#AAPL:PM Abe says Apple to build big R&amp;D center in Japan: media...http://t.co/DeavV9AYMk,"['aapl', 'pm', 'abe', 'says', 'apple', 'build', 'big', 'r', 'amp', 'center', 'japan', 'media']","['aapl', 'pm', 'abe', 'say', 'appl', 'build', 'big', 'r', 'amp', 'center', 'japan', 'media']","['aapl', 'pm', 'abe', 'say', 'apple', 'build', 'big', 'r', 'amp', 'center', 'japan', 'medium']"
623499134,False,finalized,3,12/12/2014 13:37,1,1.0,Tue Dec 09 11:47:56 +0000 2014,5.42e+17,#AAPL OR @Apple,,@ohaiigloria @hahahamark @apple explain yourselves,"['ohaiigloria', 'hahahamark', 'apple', 'explain']","['ohaiigloria', 'hahahamark', 'appl', 'explain']","['ohaiigloria', 'hahahamark', 'apple', 'explain']"
623499135,False,finalized,4,12/12/2014 2:24,3,0.7287,Tue Dec 09 11:49:53 +0000 2014,5.42e+17,#AAPL OR @Apple,,"PM Abe says Apple to build big R&amp;D center in Japan: media $AAPL #aapl
http://t.co/xhZ1SRhB0U","['pm', 'abe', 'says', 'apple', 'build', 'big', 'r', 'amp', 'center', 'japan', 'media', 'aapl', 'aapl']","['pm', 'abe', 'say', 'appl', 'build', 'big', 'r', 'amp', 'center', 'japan', 'media', 'aapl', 'aapl']","['pm', 'abe', 'say', 'apple', 'build', 'big', 'r', 'amp', 'center', 'japan', 'medium', 'aapl', 'aapl']"
623499136,False,finalized,3,12/12/2014 2:54,5,0.6781,Tue Dec 09 11:50:55 +0000 2014,5.42e+17,#AAPL OR @Apple,,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
@amazon
@Apple
@WoWFactz
@Dessytech http://t.co/s38mbqkChT","['apple', 'earns', 'profit', 'quarter', 'amazon', 'earned', 'lifetime', 'amazon', 'apple', 'wowfactz', 'dessytech']","['appl', 'earn', 'profit', 'quarter', 'amazon', 'earn', 'lifetim', 'amazon', 'appl', 'wowfactz', 'dessytech']","['apple', 'earns', 'profit', 'quarter', 'amazon', 'earned', 'lifetime', 'amazon', 'apple', 'wowfactz', 'dessytech']"
623499137,False,finalized,3,12/11/2014 20:56,5,1.0,Tue Dec 09 11:50:56 +0000 2014,5.42e+17,#AAPL OR @Apple,,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
Amazon
@apple
WoW Facts... http://t.co/9BPay5nh8G","['apple', 'earns', 'profit', 'quarter', 'amazon', 'earned', 'lifetime', 'amazon', 'apple', 'wow', 'facts']","['appl', 'earn', 'profit', 'quarter', 'amazon', 'earn', 'lifetim', 'amazon', 'appl', 'wow', 'fact']","['apple', 'earns', 'profit', 'quarter', 'amazon', 'earned', 'lifetime', 'amazon', 'apple', 'wow', 'fact']"
623499138,False,finalized,3,12/12/2014 3:55,3,1.0,Tue Dec 09 11:51:20 +0000 2014,5.42e+17,#AAPL OR @Apple,,@Apple iSchool? http://t.co/Wh7sh5uDov #education @applenws,"['apple', 'ischool', 'education', 'applenws']","['appl', 'ischool', 'educ', 'applenw']","['apple', 'ischool', 'education', 'applenws']"
623499139,False,finalized,6,12/11/2014 20:52,3,0.5054,Tue Dec 09 11:51:39 +0000 2014,5.42e+17,#AAPL OR @Apple,,@VentureBeat @obrien .@Apple First to own 2600 digital lang. IP is NEW leader of the Internet /games .@samsung #games http://t.co/yfWxG1FdPA,"['venturebeat', 'obrien', 'apple', 'first', '2600', 'digital', 'lang', 'ip', 'new', 'leader', 'internet', 'games', 'samsung', 'games']","['venturebeat', 'obrien', 'appl', 'first', '2600', 'digit', 'lang', 'ip', 'new', 'leader', 'internet', 'game', 'samsung', 'game']","['venturebeat', 'obrien', 'apple', 'first', '2600', 'digital', 'lang', 'ip', 'new', 'leader', 'internet', 'game', 'samsung', 'game']"
623499140,False,finalized,3,12/12/2014 11:14,1,1.0,Tue Dec 09 11:52:12 +0000 2014,5.42e+17,#AAPL OR @Apple,,@apple#ipad #irig  For the price to connect my guitar I could buy a real amp loud enough to perform! #ripoff,"['apple', 'ipad', 'irig', 'price', 'connect', 'guitar', 'could', 'buy', 'real', 'amp', 'loud', 'enough', 'perform', 'ripoff']","['appl', 'ipad', 'irig', 'price', 'connect', 'guitar', 'could', 'buy', 'real', 'amp', 'loud', 'enough', 'perform', 'ripoff']","['apple', 'ipad', 'irig', 'price', 'connect', 'guitar', 'could', 'buy', 'real', 'amp', 'loud', 'enough', 'perform', 'ripoff']"
623499141,False,finalized,6,12/12/2014 10:31,not_relevant,0.668,Tue Dec 09 11:52:37 +0000 2014,5.42e+17,#AAPL OR @Apple,,Counting down the minutes! Interest in full time #trading #stocks #futures #forex #trader #spy #qqq #aapl #gpro #fb http://t.co/JH7BMS1Kgb,"['counting', 'minutes', 'interest', 'full', 'time', 'trading', 'stocks', 'futures', 'forex', 'trader', 'spy', 'qqq', 'aapl', 'gpro', 'fb']","['count', 'minut', 'interest', 'full', 'time', 'trade', 'stock', 'futur', 'forex', 'trader', 'spi', 'qqq', 'aapl', 'gpro', 'fb']","['counting', 'minute', 'interest', 'full', 'time', 'trading', 'stock', 'future', 'forex', 'trader', 'spy', 'qqq', 'aapl', 'gpro', 'fb']"
623499142,False,finalized,6,12/12/2014 21:27,5,0.6876,Tue Dec 09 11:54:37 +0000 2014,5.42e+17,#AAPL OR @Apple,,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
@amazon
@Apple
@WoWFactz
@Dessytech http://t.co/xXSdVqBdbI","['apple', 'earns', 'profit', 'quarter', 'amazon', 'earned', 'lifetime', 'amazon', 'apple', 'wowfactz', 'dessytech']","['appl', 'earn', 'profit', 'quarter', 'amazon', 'earn', 'lifetim', 'amazon', 'appl', 'wowfactz', 'dessytech']","['apple', 'earns', 'profit', 'quarter', 'amazon', 'earned', 'lifetime', 'amazon', 'apple', 'wowfactz', 'dessytech']"
623499143,False,finalized,3,12/12/2014 19:38,5,0.6544,Tue Dec 09 11:56:40 +0000 2014,5.42e+17,#AAPL OR @Apple,,"#apple earns more #profit in on quarter than #amazon has earned in its lifetime.
@amazon
@Apple
@WoWFactz
@Dessytech http://t.co/eXfvnpDEYX","['apple', 'earns', 'profit', 'quarter', 'amazon', 'earned', 'lifetime', 'amazon', 'apple', 'wowfactz', 'dessytech']","['appl', 'earn', 'profit', 'quarter', 'amazon', 'earn', 'lifetim', 'amazon', 'appl', 'wowfactz', 'dessytech']","['apple', 'earns', 'profit', 'quarter', 'amazon', 'earned', 'lifetime', 'amazon', 'apple', 'wowfactz', 'dessytech']"
623499144,False,finalized,3,12/12/2014 22:00,3,0.6513,Tue Dec 09 11:57:14 +0000 2014,5.42e+17,#AAPL OR @Apple,,MFN is not just about international trade. It's the key issue in @apple's #ebook appellate case says @rparloff. http://t.co/nrhCcuPfk6,"['mfn', 'international', 'trade', 'key', 'issue', 'apple', 'ebook', 'appellate', 'case', 'says', 'rparloff']","['mfn', 'intern', 'trade', 'key', 'issu', 'appl', 'ebook', 'appel', 'case', 'say', 'rparloff']","['mfn', 'international', 'trade', 'key', 'issue', 'apple', 'ebook', 'appellate', 'case', 'say', 'rparloff']"
623499145,False,finalized,3,12/12/2014 21:42,3,1.0,Tue Dec 09 12:00:30 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Apple Plans to Launch iPhone 6 Mini Version in 2015 $AAPL #aapl
http://t.co/BPlf0dCyvK","['apple', 'plans', 'launch', 'iphone', '6', 'mini', 'version', '2015', 'aapl', 'aapl']","['appl', 'plan', 'launch', 'iphon', '6', 'mini', 'version', '2015', 'aapl', 'aapl']","['apple', 'plan', 'launch', 'iphone', '6', 'mini', 'version', '2015', 'aapl', 'aapl']"
623499146,False,finalized,3,12/12/2014 2:36,3,1.0,Tue Dec 09 12:04:25 +0000 2014,5.42e+17,#AAPL OR @Apple,,#CNBC   how does that fat finger on #AAPL look NOW!  #@BobPisani only a few days later,"['cnbc', 'fat', 'finger', 'aapl', 'look', 'bobpisani', 'days', 'later']","['cnbc', 'fat', 'finger', 'aapl', 'look', 'bobpisani', 'day', 'later']","['cnbc', 'fat', 'finger', 'aapl', 'look', 'bobpisani', 'day', 'later']"
623499147,False,finalized,3,12/11/2014 14:45,1,0.6491,Tue Dec 09 12:15:25 +0000 2014,5.42e+17,#AAPL OR @Apple,,YES I LOVE WHEN NONE OF MY STUFF WORKS THANK YOU @APPLE,"['yes', 'love', 'none', 'stuff', 'works', 'thank', 'apple']","['ye', 'love', 'none', 'stuff', 'work', 'thank', 'appl']","['yes', 'love', 'none', 'stuff', 'work', 'thank', 'apple']"
623499148,False,finalized,3,12/12/2014 12:18,1,1.0,Tue Dec 09 12:18:27 +0000 2014,5.42e+17,#AAPL OR @Apple,,real quick shout out to @apple for your technology never working,"['real', 'quick', 'shout', 'apple', 'technology', 'never', 'working']","['real', 'quick', 'shout', 'appl', 'technolog', 'never', 'work']","['real', 'quick', 'shout', 'apple', 'technology', 'never', 'working']"
623499149,False,finalized,3,12/11/2014 20:08,3,1.0,Tue Dec 09 12:30:19 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Apple Returns Cash To Shareholders Because It's Out Of Ideas On How To Invest It $AAPL #aapl
http://t.co/OLEVFjA8HP","['apple', 'returns', 'cash', 'shareholders', 'ideas', 'invest', 'aapl', 'aapl']","['appl', 'return', 'cash', 'sharehold', 'idea', 'invest', 'aapl', 'aapl']","['apple', 'return', 'cash', 'shareholder', 'idea', 'invest', 'aapl', 'aapl']"
623499150,False,finalized,4,12/12/2014 2:26,3,0.7279,Tue Dec 09 12:40:07 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Apple to build major new R&amp;D facility in Japan, prime minister reveals $AAPL #aapl
http://t.co/CysxBbg4YW","['apple', 'build', 'major', 'new', 'r', 'amp', 'facility', 'japan', 'prime', 'minister', 'reveals', 'aapl', 'aapl']","['appl', 'build', 'major', 'new', 'r', 'amp', 'facil', 'japan', 'prime', 'minist', 'reveal', 'aapl', 'aapl']","['apple', 'build', 'major', 'new', 'r', 'amp', 'facility', 'japan', 'prime', 'minister', 'reveals', 'aapl', 'aapl']"
623499151,False,finalized,4,12/12/2014 8:53,3,0.7315,Tue Dec 09 12:45:45 +0000 2014,5.42e+17,#AAPL OR @Apple,,i need to take that ride/drive to the FL Mall today so i can schedule an appt. at @Apple for my mac daddy,"['need', 'take', 'ride', 'drive', 'fl', 'mall', 'today', 'schedule', 'appt', 'apple', 'mac', 'daddy']","['need', 'take', 'ride', 'drive', 'fl', 'mall', 'today', 'schedul', 'appt', 'appl', 'mac', 'daddi']","['need', 'take', 'ride', 'drive', 'fl', 'mall', 'today', 'schedule', 'appt', 'apple', 'mac', 'daddy']"
623499152,False,finalized,3,12/11/2014 23:57,3,1.0,Tue Dec 09 12:49:31 +0000 2014,5.42e+17,#AAPL OR @Apple,,"How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7","['apple', 'boost', 'profits', 'holiday', 'quarter', 'beyond', 'aapl', 'aapl']","['appl', 'boost', 'profit', 'holiday', 'quarter', 'beyond', 'aapl', 'aapl']","['apple', 'boost', 'profit', 'holiday', 'quarter', 'beyond', 'aapl', 'aapl']"
623499153,False,finalized,3,12/12/2014 21:25,5,0.6825,Tue Dec 09 12:52:39 +0000 2014,5.42e+17,#AAPL OR @Apple,,"RT @JPDesloges: Apple to build major new R&amp;D facility in Japan, prime minister reveals $AAPL #aapl
http://t.co/CysxBbg4YW","['rt', 'jpdesloges', 'apple', 'build', 'major', 'new', 'r', 'amp', 'facility', 'japan', 'prime', 'minister', 'reveals', 'aapl', 'aapl']","['rt', 'jpdeslog', 'appl', 'build', 'major', 'new', 'r', 'amp', 'facil', 'japan', 'prime', 'minist', 'reveal', 'aapl', 'aapl']","['rt', 'jpdesloges', 'apple', 'build', 'major', 'new', 'r', 'amp', 'facility', 'japan', 'prime', 'minister', 'reveals', 'aapl', 'aapl']"
623499154,False,finalized,3,12/12/2014 1:57,3,1.0,Tue Dec 09 12:54:03 +0000 2014,5.42e+17,#AAPL OR @Apple,,"RT @JPDesloges: Apple to build major new R&amp;D facility in Japan, prime minister reveals $AAPL #aapl
http://t.co/CysxBbg4YW","['rt', 'jpdesloges', 'apple', 'build', 'major', 'new', 'r', 'amp', 'facility', 'japan', 'prime', 'minister', 'reveals', 'aapl', 'aapl']","['rt', 'jpdeslog', 'appl', 'build', 'major', 'new', 'r', 'amp', 'facil', 'japan', 'prime', 'minist', 'reveal', 'aapl', 'aapl']","['rt', 'jpdesloges', 'apple', 'build', 'major', 'new', 'r', 'amp', 'facility', 'japan', 'prime', 'minister', 'reveals', 'aapl', 'aapl']"
623499155,False,finalized,3,12/12/2014 22:12,3,1.0,Tue Dec 09 12:54:10 +0000 2014,5.42e+17,#AAPL OR @Apple,,"RT @JPDesloges: How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7","['rt', 'jpdesloges', 'apple', 'boost', 'profits', 'holiday', 'quarter', 'beyond', 'aapl', 'aapl']","['rt', 'jpdeslog', 'appl', 'boost', 'profit', 'holiday', 'quarter', 'beyond', 'aapl', 'aapl']","['rt', 'jpdesloges', 'apple', 'boost', 'profit', 'holiday', 'quarter', 'beyond', 'aapl', 'aapl']"
623499156,False,finalized,3,12/12/2014 22:00,3,1.0,Tue Dec 09 12:54:42 +0000 2014,5.42e+17,#AAPL OR @Apple,,"RT @JPDesloges: How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7","['rt', 'jpdesloges', 'apple', 'boost', 'profits', 'holiday', 'quarter', 'beyond', 'aapl', 'aapl']","['rt', 'jpdeslog', 'appl', 'boost', 'profit', 'holiday', 'quarter', 'beyond', 'aapl', 'aapl']","['rt', 'jpdesloges', 'apple', 'boost', 'profit', 'holiday', 'quarter', 'beyond', 'aapl', 'aapl']"
623499157,False,finalized,3,12/11/2014 20:14,3,1.0,Tue Dec 09 13:02:01 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Apple's first patent reassignment from PrimeSense buy hints at 3D mapping on Apple TV, iPhone $AAPL #aapl
http://t.co/2n2KjtmU2g","['apple', 'first', 'patent', 'reassignment', 'primesense', 'buy', 'hints', '3d', 'mapping', 'apple', 'tv', 'iphone', 'aapl', 'aapl']","['appl', 'first', 'patent', 'reassign', 'primesens', 'buy', 'hint', '3d', 'map', 'appl', 'tv', 'iphon', 'aapl', 'aapl']","['apple', 'first', 'patent', 'reassignment', 'primesense', 'buy', 'hint', '3d', 'mapping', 'apple', 'tv', 'iphone', 'aapl', 'aapl']"
623499158,False,finalized,3,12/11/2014 20:48,3,1.0,Tue Dec 09 13:02:25 +0000 2014,5.42e+17,#AAPL OR @Apple,,The new @Apple iPad Air 2: Change. http://t.co/90CNf5S654,"['new', 'apple', 'ipad', 'air', '2', 'change']","['new', 'appl', 'ipad', 'air', '2', 'chang']","['new', 'apple', 'ipad', 'air', '2', 'change']"
623499159,False,finalized,6,12/12/2014 1:30,3,0.661,Tue Dec 09 13:03:07 +0000 2014,5.42e+17,#AAPL OR @Apple,,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","['rt', 'teamcavuto', 'protesters', 'stage', 'diein', 'protests', 'apple', 'store', 'nyc', 'anger', 'misplaced', 'retweet', 'agree']","['rt', 'teamcavuto', 'protest', 'stage', 'diein', 'protest', 'appl', 'store', 'nyc', 'anger', 'misplac', 'retweet', 'agre']","['rt', 'teamcavuto', 'protester', 'stage', 'diein', 'protest', 'apple', 'store', 'nyc', 'anger', 'misplaced', 'retweet', 'agree']"
623499160,False,finalized,3,12/12/2014 14:08,1,1.0,Tue Dec 09 13:14:07 +0000 2014,5.42e+17,#AAPL OR @Apple,,Attention @apple! Your free iPads would go faster if your emails didn't go straight to junk folders. #sortitout,"['attention', 'apple', 'free', 'ipads', 'would', 'go', 'faster', 'emails', 'go', 'straight', 'junk', 'folders', 'sortitout']","['attent', 'appl', 'free', 'ipad', 'would', 'go', 'faster', 'email', 'go', 'straight', 'junk', 'folder', 'sortitout']","['attention', 'apple', 'free', 'ipads', 'would', 'go', 'faster', 'email', 'go', 'straight', 'junk', 'folder', 'sortitout']"
623499161,False,finalized,3,12/11/2014 21:50,3,0.667,Tue Dec 09 13:16:48 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Apple antitrust hearing will continue despite every plaintiff being disqualified $AAPL #aapl
http://t.co/SwG5FGUYU3","['apple', 'antitrust', 'hearing', 'continue', 'despite', 'every', 'plaintiff', 'disqualified', 'aapl', 'aapl']","['appl', 'antitrust', 'hear', 'continu', 'despit', 'everi', 'plaintiff', 'disqualifi', 'aapl', 'aapl']","['apple', 'antitrust', 'hearing', 'continue', 'despite', 'every', 'plaintiff', 'disqualified', 'aapl', 'aapl']"
623499162,False,finalized,3,12/12/2014 17:45,1,0.7177,Tue Dec 09 13:17:02 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Dear @apple - sometimes when I write 'gave' it means I want the word 'gave', not the word 'have. It's not a typo.","['dear', 'apple', 'sometimes', 'write', 'gave', 'means', 'want', 'word', 'gave', 'word', 'typo']","['dear', 'appl', 'sometim', 'write', 'gave', 'mean', 'want', 'word', 'gave', 'word', 'typo']","['dear', 'apple', 'sometimes', 'write', 'gave', 'mean', 'want', 'word', 'gave', 'word', 'typo']"
623499163,False,finalized,3,12/12/2014 21:36,3,1.0,Tue Dec 09 13:30:18 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Here are @SFBJEditor 5 things to know today, including who is hoarding the @Apple #iPhone6 http://t.co/lwacRDp3vU","['sfbjeditor', '5', 'things', 'know', 'today', 'including', 'hoarding', 'apple', 'iphone6']","['sfbjeditor', '5', 'thing', 'know', 'today', 'includ', 'hoard', 'appl', 'iphone6']","['sfbjeditor', '5', 'thing', 'know', 'today', 'including', 'hoarding', 'apple', 'iphone6']"
623499164,False,finalized,3,12/11/2014 20:52,3,1.0,Tue Dec 09 13:30:30 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Apple Stores recruiting fashion/luxury experts ahead of Apple Watch debut $AAPL #aapl
http://t.co/AD9wcBYfRa","['apple', 'stores', 'recruiting', 'fashion', 'luxury', 'experts', 'ahead', 'apple', 'watch', 'debut', 'aapl', 'aapl']","['appl', 'store', 'recruit', 'fashion', 'luxuri', 'expert', 'ahead', 'appl', 'watch', 'debut', 'aapl', 'aapl']","['apple', 'store', 'recruiting', 'fashion', 'luxury', 'expert', 'ahead', 'apple', 'watch', 'debut', 'aapl', 'aapl']"
623499165,False,finalized,4,12/11/2014 14:10,3,0.7243,Tue Dec 09 13:32:02 +0000 2014,5.42e+17,#AAPL OR @Apple,,Apple Inc. Hires More Fashion Pros Before 'iWatch' Launch http://t.co/VihmcUKj3J #AAPL,"['apple', 'inc', 'hires', 'fashion', 'pros', 'iwatch', 'launch', 'aapl']","['appl', 'inc', 'hire', 'fashion', 'pro', 'iwatch', 'launch', 'aapl']","['apple', 'inc', 'hire', 'fashion', 'pro', 'iwatch', 'launch', 'aapl']"
623499166,False,finalized,3,12/12/2014 3:58,3,1.0,Tue Dec 09 13:43:16 +0000 2014,5.42e+17,#AAPL OR @Apple,,"See Which 11 Guru Fund Managers Hold Apple $AAPL #aapl
http://t.co/NDlLVROPDb","['see', '11', 'guru', 'fund', 'managers', 'hold', 'apple', 'aapl', 'aapl']","['see', '11', 'guru', 'fund', 'manag', 'hold', 'appl', 'aapl', 'aapl']","['see', '11', 'guru', 'fund', 'manager', 'hold', 'apple', 'aapl', 'aapl']"
623499167,False,finalized,3,12/12/2014 21:52,3,0.6578,Tue Dec 09 13:45:31 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Considering the ads in my FB feed + #facebook privacy changes I think @Apple 's Tim Cook was spot on, how about you? http://t.co/Pm5CVHGpGT","['considering', 'ads', 'fb', 'feed', 'facebook', 'privacy', 'changes', 'think', 'apple', 'tim', 'cook', 'spot']","['consid', 'ad', 'fb', 'feed', 'facebook', 'privaci', 'chang', 'think', 'appl', 'tim', 'cook', 'spot']","['considering', 'ad', 'fb', 'feed', 'facebook', 'privacy', 'change', 'think', 'apple', 'tim', 'cook', 'spot']"
623499168,False,finalized,3,12/12/2014 9:16,1,1.0,Tue Dec 09 13:45:47 +0000 2014,5.42e+17,#AAPL OR @Apple,,Hey @Apple the keyboard on my phone is all sorts of drunk this morning send help pls thx,"['hey', 'apple', 'keyboard', 'phone', 'sorts', 'drunk', 'morning', 'send', 'help', 'pls', 'thx']","['hey', 'appl', 'keyboard', 'phone', 'sort', 'drunk', 'morn', 'send', 'help', 'pl', 'thx']","['hey', 'apple', 'keyboard', 'phone', 'sort', 'drunk', 'morning', 'send', 'help', 'pls', 'thx']"
623499169,False,finalized,3,12/11/2014 20:54,3,0.6722,Tue Dec 09 13:54:37 +0000 2014,5.42e+17,#AAPL OR @Apple,,"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z","['apple', 'intraday', 'comments', 'pre', 'opening', 'premium', 'users', 'aapl', 'stockaction', 'trading', 'stocks', 'mkt']","['appl', 'intraday', 'comment', 'pre', 'open', 'premium', 'user', 'aapl', 'stockact', 'trade', 'stock', 'mkt']","['apple', 'intraday', 'comment', 'pre', 'opening', 'premium', 'user', 'aapl', 'stockaction', 'trading', 'stock', 'mkt']"
623499170,False,finalized,6,12/12/2014 4:58,3,0.4723,Tue Dec 09 13:54:51 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Translate Your App! Success story from TAUS member @smartling - go global with @Apple, @Tesla, @GoPro http://t.co/TgZJhMNlS6","['translate', 'app', 'success', 'story', 'taus', 'member', 'smartling', 'go', 'global', 'apple', 'tesla', 'gopro']","['translat', 'app', 'success', 'stori', 'tau', 'member', 'smartl', 'go', 'global', 'appl', 'tesla', 'gopro']","['translate', 'app', 'success', 'story', 'tau', 'member', 'smartling', 'go', 'global', 'apple', 'tesla', 'gopro']"
623499171,False,finalized,3,12/12/2014 8:56,3,0.7079,Tue Dec 09 13:54:51 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Translate Your App! Success story from TAUS member @smartling - go global with @Apple, @Tesla, @GoPro http://t.co/SfeAP0AP33","['translate', 'app', 'success', 'story', 'taus', 'member', 'smartling', 'go', 'global', 'apple', 'tesla', 'gopro']","['translat', 'app', 'success', 'stori', 'tau', 'member', 'smartl', 'go', 'global', 'appl', 'tesla', 'gopro']","['translate', 'app', 'success', 'story', 'tau', 'member', 'smartling', 'go', 'global', 'apple', 'tesla', 'gopro']"
623499172,False,finalized,3,12/12/2014 3:52,3,1.0,Tue Dec 09 13:55:23 +0000 2014,5.42e+17,#AAPL OR @Apple,,"Sales Of The iPhone 6 Plus Have Settled A Long-Running Argument About Apple And Smartphones $AAPL #aapl
http://t.co/4oaDjSZwg9","['sales', 'iphone', '6', 'plus', 'settled', 'long', 'running', 'argument', 'apple', 'smartphones', 'aapl', 'aapl']","['sale', 'iphon', '6', 'plu', 'settl', 'long', 'run', 'argument', 'appl', 'smartphon', 'aapl', 'aapl']","['sale', 'iphone', '6', 'plus', 'settled', 'long', 'running', 'argument', 'apple', 'smartphones', 'aapl', 'aapl']"
623499173,False,finalized,3,12/12/2014 11:12,5,1.0,Tue Dec 09 13:57:07 +0000 2014,5.42e+17,#AAPL OR @Apple,,Just did my first transaction with @Apple Pay using my @Chase card. Very neat.,"['first', 'transaction', 'apple', 'pay', 'using', 'chase', 'card', 'neat']","['first', 'transact', 'appl', 'pay', 'use', 'chase', 'card', 'neat']","['first', 'transaction', 'apple', 'pay', 'using', 'chase', 'card', 'neat']"
623499174,False,finalized,3,12/12/2014 13:39,3,0.6933,Tue Dec 09 13:58:54 +0000 2014,5.42e+17,#AAPL OR @Apple,,Apple's Siri now partnered with Yahoo? -- watch out Google #AAPL #YHOO #GOOG http://t.co/58ranVcqGX,"['apple', 'siri', 'partnered', 'yahoo', 'watch', 'google', 'aapl', 'yhoo', 'goog']","['appl', 'siri', 'partner', 'yahoo', 'watch', 'googl', 'aapl', 'yhoo', 'goog']","['apple', 'siri', 'partnered', 'yahoo', 'watch', 'google', 'aapl', 'yhoo', 'goog']"
